项目编码,项目名称,商务开累产值不含税,商务开累产值含税,商务本年产值不含税,商务本年产值含税,商务开累成本,商务本年成本
U_ORG_XM_CDXJYBF,成都新津御宾府,183160467.2126296,199644908.52678493,63503536.37724001,69218854.10381782,171689488.92655298,59832951.01100001
U_ORG_XM_CDYSW,成都奕斯伟板级封装系统集成电路,1685853.0603909635,1837579.8358488402,1621729.787793722,1767685.468716984,1647202.34,1584549.1900000002
U_ORG_XM_CDZGSF,成都中国商飞民机示范产业园二期,136807641.29857165,149120329.0209233,115624346.81654054,126030538.03411666,136500737.68495145,115398246.56495146
U_ORG_XM_CDZHYHSY,成都中海·御湖世家,181163421.05208677,198453943.48235255,432336.48250114557,474460.1844177799,179198795.3978381,427446.67999999854
U_ORG_XM_CDZLLYJY,成都中粮·珑悦锦云,302860668.08297235,331032857.583033,31558173.188527517,34478217.39837408,287136080.4379552,30009599.3409129
U_ORG_XM_CDZYFSYY,成都中医大附属第二医院,49540864.10989237,53999541.879775286,41258861.34486604,44972158.86587903,49329353.980000004,41083787.67000001
U_ORG_XM_CDZYFSYYFZ,成都中医大附属第二医院(发展),13126192.330246067,14307549.641623614,13126192.330246067,14307549.641623614,13060561.370000001,13060561.370000001
U_ORG_XM_CDZG,成都紫光存储器制造基地,720199865.7991683,785012338.8578031,93342084.74603511,101743121.60187276,705489974.5976963,91438654.39273648
U_ORG_XM_CZHK,滁州惠科第8.6代薄膜晶体管液晶显示器件,38941147.67013038,43016106.30187662,1759559.8339618247,1943687.2663173052,38431018.63262136,1736509.5999999999
U_ORG_XM_DLGWJ,大连港湾街二号地块,694179479.5059911,712585296.9403563,3486001.511652025,3634400.9118032274,690428816.7899997,3479235.449999995
U_ORG_XM_DLXHW,大连星海湾壹号二期,37572307.96031205,37572307.96031205,2284877.8513389295,2284877.8513389295,36556218.83,2223086.6099999994
U_ORG_XM_DQBYNKDX,大庆市八一农垦大学基础教学实验楼,79003044.03086899,86698120.20456393,4915482.827008033,5350402.998473876,77872482.02093041,4841722.73920354
U_ORG_XM_DQYGLQLHJJGC,大庆豫港龙泉铝合金加工材,31353761.579721455,34175600.1234696,1993377.9873476182,2172782.0062791524,30352017.150000013,1928289.4499999997
U_ORG_XM_DTZLDSJ,大同中联绿色大数据产业基地,194514223.90765843,212755416.35616776,78125910.44114849,85717680.22127232,180549865.328,73083940.998
U_ORG_XM_DYDWDYMYY,德阳市人民医院城北第五代医院,180925132.39116627,197208394.3073405,180309913.28065348,196537805.47687826,178786158,178178269.72000003
U_ORG_XM_DGOPPOJD,东莞OPPO滨海湾数据中心机电,98088272.69009024,106916217.23262566,98088272.69009024,106916217.23262566,97437027.51,97437027.51
U_ORG_XM_DGHWSYS,东莞华为研发实验室一期,282961096.0847898,289532408.8736062,5495723.624570891,5602528.746045175,281532379.78999996,5468043.229999989
U_ORG_XM_DGXTC,东莞小天才生产中心,276765746.2558498,301674663.41744775,110328085.23236436,120257612.90216085,274948448.122221,109598284.38622376
U_ORG_XM_DJYJL,都江堰锦庐-4期房地产开发,12204187.504279334,13299688.18727518,12204187.504279334,13299688.18727518,11843958.260000002,11843958.260000002
U_ORG_XM_MSKHMY,俄罗斯图拉州哈佛发动机车间,21835583.333333336,26202700,21835583.333333336,26202700,,
U_ORG_XM_EEDSYSGD,鄂尔多斯源盛光电第5.5代AM-OLED,107643844.87028748,108372215.4944434,6253789.373559281,6296174.842024221,99289688.23,5767901.150000006
U_ORG_XM_FLBMPEGLFXC,菲律宾梅普尔格罗夫新城第一项目,53866539.8278359,60330524.60717622,48283325.542121686,54077324.60717629,,
U_ORG_XM_FLBXGLLDS,菲律宾香格里拉大厦地下结构工程,18527234.494449817,20750502.6337838,18527234.494449817,20750502.6337838,,
U_ORG_XM_FNWSCLC,丰宁污水处理厂扩容提标改造及配套管网,29874463.468850933,32563165.18328982,29874463.468850933,32563165.18328982,28028736.52972477,28028736.52972477
U_ORG_XM_FSLQG,佛山国际体育文化演艺中心,416940112.2020602,429448315.5735542,4068.7654405366593,4190.828403776129,411397748.15000015,4008.670000001788
U_ORG_XM_FSJXLJHY,佛山建鑫乐家花园,4698778.982943301,5168656.883068799,1353658.4130655918,1489024.254899687,4641799.779999999,1337243.4300000002
U_ORG_XM_FSJHGCEQ,佛山捷和广场二期,364959272.14188516,397899634.72668135,153447352.8887519,167293713.84604016,345273532.55853677,145089670.84000003
U_ORG_XM_FSJRJRCHY,佛山金融街融辰花园,472974581.96380967,515150171.15081817,176823840.26369703,192700919.09648398,450266917.2941777,168275497.75045732
U_ORG_XM_FSJRJSS,佛山金融街三水,517116319.00093496,563682664.9009329,49827195.374098085,54324766.99487881,505165746.3759731,48722398.15136894
U_ORG_XM_FSJRJSD,佛山金融街顺德陈村,322685096.713506,351726755.42537355,322684847.19416314,351726483.44928986,316798071.6703443,316797826.6703443
U_ORG_XM_FSLC,佛山绿城,384224879.65380234,422927825.62553114,-14989166.284634136,-16565511.201975433,381364241.97860503,-14916661.243301889
U_ORG_XM_FSSDYXQ,佛山市东亚项目西区EPC,245845931.1441274,267983786.45419326,63400946.40745981,69117738.62842634,227244709.48999998,59814532.97
U_ORG_XM_FSLSHLYZL,佛山市南海区里水河流域治理,375968922.0580646,409806125.04463553,227361489.12463218,247824023.146429,375003596.8299999,226432644.52999997
U_ORG_XM_FSYGBJSQGZ,佛山市原干部家属区部分政府旧物业修缮改造,17489087.63640592,19063110.840241596,13656728.738821708,14885839.639957579,17302168.209999997,13511616.430000002
U_ORG_XM_FSSDGZSYXX,佛山顺德光正实验学校,161114959.14752346,165948407.92173186,16960679.367974516,17469499.74898906,159470109.61999995,16787443.97
U_ORG_XM_FSYCZD,佛山怡翠尊堤嘉园D2区,292477001.5117042,301251311.5595059,8752407.236704193,9014979.453816285,286758056.25,8444959.57
U_ORG_XM_FJJHCCQSCX,福建省晋华集成电路有限公司存储器生产线,1809002841.569182,1990276593.918978,133069968.09252658,146445713.4988017,1800938343.944447,132632282.22000003
U_ORG_XM_FJ6AMOLED,福州第6代AMOLED柔性生产线,7704832.9002805995,8398267.861232022,32861.20864260818,35818.71742012802,7688458.120000001,32791.37000000011
U_ORG_XM_FZJDF,福州第8.5代新型半导体显示器件生产线,26707072.062446337,26951308.88275071,0,0,22201747.43,0
U_ORG_XM_FZJDFJD,福州第8.5代新型半导体显示器件生产线机电,45787193.09484998,50743726.81958122,0,0,45175405.73,0
U_ORG_XM_FXMNWGQ,复兴门内危改区4·2号地项目空调系统工程,9877788.232744472,9906861.298741503,0,0,7345120.46,0
U_ORG_XM_GSQYZDYQ,甘肃庆阳正大一期,72943209.85125136,80019475.22314091,3340369.847925558,3664421.1684155855,71985320.53,3306074.9400000004
U_ORG_XM_GDHYJDEQ,广东阿里巴巴云计算数据中心河源江东二期,139940220.15276444,152534839.9380838,139940220.15276444,152534839.9380838,139194875.44170657,139194875.44170657
U_ORG_XM_GDHYALEQ,广东阿里巴巴云计算数据中心河源源城区二期项目,152191789.92365843,165889051.01272568,9134012.288749741,9956073.394492164,137107618.8379706,8528768.706477799
U_ORG_XM_GDHYSQJD,广东阿里巴巴云计算数据中心河源源城区三期机电,95251685.78858545,103824337.51449364,95140040.57153387,103702644.22789538,94787347.61,94676449.28999999
U_ORG_XM_GDHYSQ,广东阿里巴巴云计算数据中心河源源城区三期项目,136504804.2818588,148790236.66954786,136504804.2818588,148790236.66954786,135154051.22964582,135154051.22964582
U_ORG_XM_GDHYAL,广东阿里巴巴云计算数据中心河源源城区项目,239487383.14764893,263436121.44255412,25126984.972078174,27639683.467453584,238121457.41836768,24989862.19407767
U_ORG_XM_GDGSZYXY,广东工商职业学院体育馆·图书馆,262779639.85037357,270663029.0390263,12319533.608951023,12689119.616973009,260120040.49000007,12189027.010000004
U_ORG_XM_HZXLW,广东惠州金融街巽寮湾海世界,449024320.45191526,459425810.6671347,-724884.5299542991,-801506.2315011838,444398724.57464004,-723520.75
U_ORG_XM_GXNNDXCFJF,广西南宁电信东盟信息园动力中心柴发机房,8586225.698227797,9358986.00845705,8582346.29442124,9354757.458309082,4387615.9,4385633.5
U_ORG_XM_GZLGGP3,广州LG Display GP3,445992866.989929,486132225.0171864,44771259.97935033,48800673.377307534,443472962.95771515,44518297.91
U_ORG_XM_GZLGDDGC,广州LG-Display-D工程,34465526.52651992,34487332.46988027,2703999.047650069,2705709.8368363054,31225945.26,2449837.120000001
U_ORG_XM_GZALBB,广州阿里巴巴华南运营中心,706763974.9333215,772233667.4152676,33371776.649324544,36506548.85552707,666855574.6120188,31560809.628099997
U_ORG_XM_GZBLSYL,广州保利三元里,412015212.097952,449726237.9380024,154570479.2503431,168706441.70465878,407436203.54879045,152871402.72203535
U_ORG_XM_GZCSJ,广州超视堺第10.5代TFT-LCD显示器件生产线,2277404361.6273623,2504821450.010281,90792766.5374115,99878548.72576413,2269970317.3302994,90495761.11999999
U_ORG_XM_GZCSJFZ,广州超视堺第10.5代TFT-LCD显示器件生产线（发展）,436510632.62834096,480161695.91161144,18776623.1365366,20654285.453289773,435517874.3637899,18700110.17
U_ORG_XM_GZKNBLC,广州第10.5代TFT-LCD显示器生产线玻璃工厂建设,176863769.79784492,194583357.1125908,6393934.067821847,7034249.687532033,175225642.20979914,6334692.41
U_ORG_XM_GZBYHYC,广州黄石路白云汇广场影城,12679243.01746639,14073959.746103767,1365756.9614747635,1515990.2268832563,12571604.739999998,1354162.6
U_ORG_XM_GZPY,广州金融街番禺市桥,33364964.440763835,33860080.333900996,0,0,32865577.29,0
U_ORG_XM_JRJHZQ,广州金融街海珠区石岗路,422520166.40018785,454029793.66877,8435781.941605518,9186496.94745664,412701021.7600001,8220018.720000002
U_ORG_XM_GZWXN,广州维信诺第6代柔性AMOLED模组生产线,563546371.5220499,613807898.1949701,73741897.1025854,80200575.2737428,559974613.3526676,73282921.06169902
U_ORG_XM_GZWXNJD,广州维信诺第6代柔性AMOLED模组生产线机电,59035702.912859745,64348916.17284048,11921898.749721885,12994869.63744831,58209627.349999994,11758792.330000002
U_ORG_XM_GZXYNBDT,广州芯粤能半导体,47753985.43322989,52051844.12128235,47753985.43322989,52051844.12128235,47276365.160000004,47276365.160000004
U_ORG_XM_GZYLSQ,广州养老社区项目示范区工程,1653792.359177031,1653792.359177031,0,0,1502957.79,0
U_ORG_XM_GZYXBDT,广州粤芯半导体,411612239.1555371,448378218.98534536,36319288.08791198,39299033.18034617,399121791.64147115,34535579.85
U_ORG_XM_GYSGZFYYYJD,贵阳市贵州妇女儿童国际医院机电,110568963.07106394,120771625.01074716,4501591.065206175,4915900.777291938,108531975.01,4407536.8999999985
U_ORG_XM_GYWK,贵阳万科劲嘉大都会商业综合体,462003982.525887,463729922.51858,1197715.8932430183,1201738.169391022,414724268.1500001,1087530.5
U_ORG_XM_GJNYQXZX,国际农业科技创新中心,506315457.9818417,509459504.40668434,10948203.124884913,10997775.93764092,483621981.76,10475987.659999996
U_ORG_XM_HEBHRHLS,哈尔滨华润·欢乐颂,272319575.7112853,280600283.6138698,402208.85705750505,414439.2450214488,267744966.86000013,395452.27999999945
U_ORG_XM_HEBHRXFL,哈尔滨华润·幸福里,26220479.379463118,26220479.379463118,0,0,25249637.04,0
U_ORG_XM_HEBSZCYY,哈尔滨深圳产业园科创总部,529738963.8846197,577415470.6341062,120296346.76648816,131123017.9740923,527178229.510328,119930970.43109086
U_ORG_XM_HEBZGBY,哈尔滨中国北药智慧产业新城A1地块,166433574.06285918,181412592.91260085,128412250.79080337,139969350.54605675,160197926.2502136,124041128.2102136
U_ORG_XM_HKKGBSQ,海口空港综合保税区监管设施,51858066.46782787,56525292.44651946,42004288.68858469,45784674.6681916,51561693.379999995,41769724.36
U_ORG_XM_HKT,海口塔,78956888.65592897,87642146.40702721,1603421.0280569661,1779797.3411218293,78536889.31,1594891.87
U_ORG_XM_HKTSZ,海口塔南塔试桩工程,1517207.8570384688,1525878.9186560865,0,0,1290482.78,0
U_ORG_XM_HZALYZB,杭州阿里云计算公司总部,1856655621.3116164,2025990147.4999604,413711863.53463,451059812.3015151,1821252100.8135364,410241221.8000001
U_ORG_XM_HZCNYG,杭州菜鸟西湖云谷产业园,833795368.0100105,908836951.1302176,801569966.5366485,873711263.52428,396120713.7623001,380811023.2523001
U_ORG_XM_HZDTSHX,杭州地铁3号线一期工程星桥车辆段,254183952.25122172,277060507.95301175,125040977.87605198,136294665.88298732,253079912.7024071,124487493.42735848
U_ORG_XM_HZHKGD,杭州海康高端安防产品及红外传感芯片研发、产业化,219297515.64814055,239034292.0552029,124488525.79084551,135692493.10925013,217597679.67597997,123491923.56598002
U_ORG_XM_HZHKWSSQ,杭州海康威视智能安检产品产业化基地,47541526.92029558,51820264.336882725,47541526.92029558,51820264.336882725,21993775.970000003,21993775.970000003
U_ORG_XM_HZHPDX,杭州湖畔大学,140320910.15891513,154759024.51486835,-14113291.262446404,-15581698.53705598,136755912.04622585,-13811846.580000011
U_ORG_XM_HZLXYTC,杭州理想银泰城,1085448375.8600204,1107037054.4243915,6564451.164177077,6695012.717624158,1179659857.5899994,7162554.239999996
U_ORG_XM_HZRHALY,杭州仁和阿里云计算数据中心,491022524.42140007,537810384.4324871,26460085.474381328,28981263.739003763,476534648.26996666,25661010.08
U_ORG_XM_RHALYEQ,杭州仁和阿里云计算数据中心二期,119885616.28565551,130675322.21319571,98790554.97381738,107681705.30202839,118412647.8499,97576769.9199
U_ORG_XM_HZZX,杭州中芯晶圆半导体股份有限公司半导体大硅片（200mm、300mm）,726980734.403842,798711534.8803419,42770183.39040394,46991259.70558316,719087394.6551902,42284533.79
U_ORG_XM_HFDC,合肥鼎材新型显示配套高端电子材料生产基地,74816017.10130621,81536351.84020276,74591552.77929652,81291685.729224,53057180.19,52898124.42999999
U_ORG_XM_HFJDFSDWD,合肥京东方第10.5代薄膜晶体管液晶显示器件（TFT-LCD）,3613965018.3095107,3948942151.665202,294171782.0919621,309249316.46690154,3599495601.410001,293433678.93
U_ORG_XM_HFJHTJ,合肥晶合二厂厂务及配套项目L40土建,3724619.6785478345,4059835.4472390153,3724619.6785478345,4059835.4472390153,3705996.58,3705996.58
U_ORG_XM_HFLXYFJD,合肥联想研发基地,177515949.3430174,179930914.2081382,240216.97186567928,243397.94942448547,172166917.95,222451.05
U_ORG_XM_HFSY,合肥视涯OLED微型显示器件厂,84845449.82991727,93108278.24855052,2605216.955271713,2861979.9444568767,82702128.15,2534839.37
U_ORG_XM_HFV3,合肥维信诺第六代AMOLED生产线,1379982722.247994,1512809330.1604536,148981426.79587424,163446309.75991046,1373005765.9589453,148221632.82272092
U_ORG_XM_HFV3FZ,合肥维信诺第六代AMOLED生产线（发展）,31287371.856241208,34103235.323581316,5051404.656416289,5506031.075538702,31131713.29000001,5026273.29
U_ORG_XM_HFYJCLCJ,合肥邮件处理车间,110992523.3577517,121923510.62007937,5510801.687263105,6052577.666605865,109476450.44114025,5458823.41
U_ORG_XM_HFYJCLCJFZ,合肥邮件处理车间（发展）,6561111.640445344,6856362.679845413,21285.295687646027,23200.73136653502,6544013.22,21174.37
U_ORG_XM_HFCX,合肥长鑫12吋存储器晶圆制造基地项目一期改扩建,55734344.24694866,60750435.22816449,1281285.1326030022,1396600.7944575364,54250982.85367823,1236671.7500000002
U_ORG_XM_HFZJCF,合肥整机智能制造生产线,472853096.1816772,523172034.8241299,7898391.3161138985,8739874.160916561,459230113.32000005,7640564.030000001
U_ORG_XM_HBGAYG,河北固安第6代有源矩阵AMOLED面板生产线,1280402295.7803283,1415927898.178716,9823668.980630746,10863084.243167264,1276058682.5699992,9790078.290000001
U_ORG_XM_HBGAYGFZ,河北固安第6代有源矩阵AMOLED面板生产线（发展）,595366240.8937863,658927359.108143,2809593.273219145,3109226.8610742497,591312271.7899997,2789990.2200000025
U_ORG_XM_HBGAZSJD,河北固安第6代有源矩阵AMOLED面板生产线装饰机电,66977087.84301614,74344567.50751776,-341076.5860412129,-378595.0103037795,66485229.150000006,-334111.7099999995
U_ORG_XM_XAXQRDPQ,河北建投雄安·金湖未来城项目一第二标段,847189372.143247,923724044.2865964,847189372.143247,923724044.2865964,734611623.6900002,734611623.6900002
U_ORG_XM_HNAYZZC,河南安阳内黄正大一期,25310136.306814548,31932379.761892848,685541.1421880536,877279.0529799387,24417957.810000002,659360.8500000001
U_ORG_XM_HNWYBWH,河南舞阳北外环,78798244.19012406,85890086.1664191,74942340.2380689,81687150.8587189,73101077.26,69523957.80000001
U_ORG_XM_HNXYSWBG,河南新乡中蓝商务地块自持办公,194141397.48446712,211614123.25698936,132229187.0597479,144129813.8943441,164629439.26000005,112105940.63000001
U_ORG_XM_HMHT,后帽胡同23号翻、扩建工程,21827633.98675072,22004740.8590689,0,0,19996258.33,0
U_ORG_XM_HHHTKDJD,呼和浩特凯德广场·诺和木勒改造项目机电,52348902.141732894,57060303.33569951,5939277.70105894,6473812.693916765,51040408.879999995,5777613.61
U_ORG_XM_HSQY,呼和浩特群众艺术馆,2345054.8234176817,2556109.7546299486,-49093.34926951152,-53511.75064315441,2266950.61,-47458.25
U_ORG_XM_HBXYZDYQ,湖北襄阳正大一期,58374829.09480975,64407703.27791597,-845.1448340336343,-932.4582719570649,57954792.64,-838.3999999999069
U_ORG_XM_HXGDAZB,华星光电第8.5代TFT-LCD A标段施工总承包,43784777.91396421,43784777.91396421,33210.600265346475,33210.600265346475,39637849.99,30065.170000001788
U_ORG_XM_HXGDAZBJD,华星光电第8.5代TFT-LCD（综合）,6281416.430302619,6281416.430302619,0,0,5656944.37,0
U_ORG_XM_HAXJCF,淮安第三园区新建厂房,142150435.40504944,154943974.5927173,142150435.40504944,154943974.5927173,137126354.70840096,137126354.70840096
U_ORG_XM_HNYGDSJ,淮南云谷大数据产业园(B地块),22743368.279239755,24790271.42493276,22584811.62210452,24617444.668651436,22594562.590734,22437043.340734
U_ORG_XM_JLMHKKMWLY,吉林梅河口康美医疗健康中心物流园,24124133.633820035,26534303.089141972,2879685.039281963,3167360.544461182,23457945.05,2802689.67
U_ORG_XM_JLMHKKMYLY,吉林梅河口康美医疗健康中心医疗园,92387116.79944386,102504716.91984375,876234.8104947256,972184.461944214,90432588.95199999,843039.4200000003
U_ORG_XM_JLMHKKMYYY,吉林梅河口康美医疗健康中心医养园,223315169.06168798,247879836.8481082,39287855.72204732,43609519.698742576,220032725.2452,39183239.06
U_ORG_XM_JL43015GC,吉林省43015-3EPC,271034847.99592686,295904226.2582877,181428938.58971462,198212141.53257877,271204722.83570004,180989174.45
U_ORG_XM_JXGQGC,嘉兴港区滨海中央广场项目二期EPC,22655387.109923147,24524802.071358044,22655387.109923147,24524802.071358044,21401135.749999996,21401135.749999996
U_ORG_XM_JXJSSDY,嘉兴市嘉善善东苑公寓房,38885925.486475706,42385658.780746885,38885925.486475706,42385658.780746885,38769267.71,38769267.71
U_ORG_XM_JSXHLZX,嘉兴市嘉善县健康护理中心,127679299.5238123,139170436.4852189,83438421.30185625,90947879.22173318,125258216.75999999,81866769.35
U_ORG_XM_JXWHZX,嘉兴市文化艺术中心,822302187.2811227,896309384.1389912,315427798.637121,343816300.5153225,803774443.0500002,309511849.32
U_ORG_XM_JXWLCC,嘉兴综合保税区物流仓储,288613676.5984149,314588907.4874893,243991855.82103613,265951122.84126058,263912321.10000014,223315306.30000007
U_ORG_XM_JMHFSJ,江门华发四季,428028481.70545727,466618330.8477971,93762900.37090907,102330401.09746687,413493988.6257262,90914683.92175701
U_ORG_XM_JSLYSDSQ,江苏先进动力电池产业化项目（二期）一标段,457905800.26889616,499117322.2945917,457905800.26889616,499117322.2945917,452637946.3686001,452637946.3686001
U_ORG_XM_JSZJLXCF,江苏镇江力信锂电池研发及产业化工程,189525493.58797622,210373297.93832132,113759.29129327142,126272.81337056008,187866338.60849002,112766.27000000104
U_ORG_XM_JRJAG,金融街A5改扩建,247964091.8298564,249326086.47829914,0,0,244976319.99,0
U_ORG_XM_JYWKC,金隅万科城A1地块综合体,50113872.16055231,50121103.58968068,131282.36775578966,131301.33800690804,45183218.739999995,118359.88999999315
U_ORG_XM_JCGJD,晋城光机电产业园一期项目EPC总承包,355616144.09727913,386500343.4594401,355224351.76950353,386073289.82216537,282322228.06862247,282014117.3486225
U_ORG_XM_JJHCZGCGZ,九江火车站广场及滨江路改造,98985978.29609811,107321424.35376042,-326479.7051959837,-354141.8379774648,98561863.65000004,-325069.0899999999
U_ORG_XM_JJXJKSLYQ,九江新建快速路一期,292112791.0801907,316325394.5385617,221108843.122051,238931091.26385328,286773008.5848543,217382069.50485432
U_ORG_XM_KSLFGD,昆山龙飞光电有限公司厂房一期土建工程,154138981.24342966,154138981.24342966,0,0,140270066.58,0
U_ORG_XM_KSYDGJ,昆山友达L6K厂房改建,5660901.114542889,5727922.4392563,17451.842315578284,17658.46058482782,5574506.94,17185.5
U_ORG_XM_LFYQWK,廊坊永清紫晶翡丽,41805826.147368066,46103617.67659904,1729525.0923841465,1907202.4300213384,37056588.022394076,1531259.66
U_ORG_XM_LNTSLSRGZ,辽宁天士力参茸厂区改造,27499745.513741978,30424918.93454389,241196.82680602267,264003.40948089154,27329148.17,225225.21999999997
U_ORG_XM_LNTSLGC,辽宁天士力现代中药示范工厂,141473681.74540216,156276850.5109239,16211235.55807995,17899540.11430285,141121164.24,16154352.92
U_ORG_XM_LYSTYLJLH,洛阳隋唐园立交亮化,4460890.1134711,4862370.22650459,2728713.3361135693,2974297.5380894435,4421604.66,2704682.54
U_ORG_XM_LYSTYLJLHJT,洛阳隋唐园立交亮化(集团),40664683.80653937,44324505.35313679,6806850.411640847,7419466.949359569,40461360.39,6772816.16
U_ORG_XM_LYZDYQ,洛阳正大一期,28320809.724181272,31430762.161019128,-471827.4489363044,-523718.7353892736,27728231.110000003,-466905.6600000001
U_ORG_XM_MYJDF,绵阳京东方第6代AMOLED柔性生产线,3183742618.576682,3513248600.124682,85795422.84682752,94449560.7940806,3167548814.2794676,85584017.98999998
U_ORG_XM_MYZXXZ,绵阳市中心血站迁建,4628320.09791113,5044868.9063260965,4628320.09791113,5044868.9063260965,4384767.540000001,4384767.540000001
U_ORG_XM_MYWSCLC,绵阳永兴污水处理厂扩建,162655738.42811742,180547869.65325895,2136897.1546806563,2371955.841645994,158883211.601,2099967.4599999995
U_ORG_XM_MSKHMY,莫斯科中国贸易中心项目,1539361178.5249999,1847233414.23,45205200,54246240,,
U_ORG_XM_NCGXWDZ,南昌高新微电子科技园,165364651.02687705,180247469.61978242,9521121.12955162,10378022.031142076,154884076.975692,8922078.255692
U_ORG_XM_NCJKQJD,南昌经开区LED电子信息孵化示范基地机电,122053947.56896746,133038802.84648341,6312369.486132306,6880482.73973084,121183854.25000003,6263846.3100000005
U_ORG_XM_NCSSMZXJD,南昌市市民中心建设工程机电,203920873.4278841,222273752.0358442,123246581.29339868,134338773.60882464,200833785.89999998,121700466.22999999
U_ORG_XM_NJHXC,南京海峡城E地块住宅,387119557.05995953,387203119.90587765,0,0,376704562.7499999,0
U_ORG_XM_NJHSXFDJC,南京华夏幸福大校场项目G地块,164149703.1662122,178923176.45207566,138415932.97951356,150873366.94855934,163244781.78532696,137653533.72532696
U_ORG_XM_NJKGZNGGW,南京空港智能骨干网,487626152.314715,536313295.8594457,10612537.441435177,11617187.411805931,469826696.1451277,10271212.068275863
U_ORG_XM_NJTJD,南京台积电12吋晶圆厂与设计服务中心一期,1126907785.0247788,1250182671.6373532,0,0,1067399338.7199994,0
U_ORG_XM_NJTS,南京腾讯华东云计算基地,175804004.8736933,191626365.3127833,46726187.84806655,50931544.75457794,174280223.79999998,46381739.26
U_ORG_XM_NJYZJG29DK,南京燕子矶G29B地块,933384282.136824,1017203781.3214049,568378115.1089584,619385118.9179826,877937566.1287837,533899287.48932326
U_ORG_XM_NJZGJCDLJD,南京紫光集成电路基地,18809088.643209267,20594139.909453817,-763742.5873240826,-836224.5506157994,18099425.188761063,-734926.7200000004
U_ORG_XM_NTALYJS,南通阿里云计算数据中心,551875676.1602321,605065847.6555096,63480527.81556672,69504006.95181677,540086600.3030753,62453630.47361
U_ORG_XM_NTJH,南通江海阿里云计算数据中心,322916159.23953444,351978613.572811,322916159.23953444,351978613.572811,301554768.80846155,301554768.80846155
U_ORG_XM_NTJSY,南通金属园阿里云计算数据中心,320709932.4154251,349573826.3346065,320709932.4154251,349573826.3346065,315564409.41999996,315564409.41999996
U_ORG_XM_PJZW,盘锦忠旺铝业一期一标段A区,447613266.4490724,461201179.07902324,8036737.515934341,8281083.462391749,433673733.56,7676451.6499999985
U_ORG_XM_QHDLDBDT,秦皇岛礼鼎高端集成电路封装载板智能制造基地,117551907.53686832,128072025.85228565,117551907.53686832,128072025.85228565,116857070.7,116857070.7
U_ORG_XM_QDHFSJ,青岛华发四季,296031181.26800936,322652378.9812974,67588782.29050836,73645278.87325528,278453239.3845121,63641078.01784106
U_ORG_XM_QDHNJD,青岛华能信息产业基地机电,80438390.20930271,88024042.85663801,1058315.5896765685,1164147.148740134,79884883.85000002,1054362.2899999998
U_ORG_XM_QDTKZJ,青岛泰康之家养老,48020363.70866858,52342196.44082095,48020363.70866858,52342196.44082095,44658938.2482,44658938.2482
U_ORG_XM_QDWKFCZJ,青岛万科翡翠长江,309111793.1526436,336931854.5368967,27943092.568976875,30457970.900292046,297338332.63888687,26887317.36
U_ORG_XM_QDYGYH,青岛阳光·壹号,58208879.51563,63447678.672215536,58208879.51563,63447678.672215536,55949981.77860001,55949981.77860001
U_ORG_XM_QZSABDT,泉州三安半导体研发与产业化,556813557.855517,608883054.6778141,25642981.09673425,28010225.83180624,536403373.887969,24531391.98
U_ORG_XM_XARCWSZZ,容城县农村生活污水综合整治项目（EPC）一标,66365851.08661586,72338777.68816994,7275102.320581895,7929861.529846293,65398946.25,7169109.08
U_ORG_XM_SYHTWWLJD,三亚海棠湾国际购物中心物流基地,58745253.09376807,64063376.754634455,3173630.6280506216,3459250.661546193,57748329.61368932,3123421.59
U_ORG_XM_SYHXD,三亚海棠湾河心岛,253371868.6811865,278709055.542682,4992710.219176902,5491981.241052209,248139988.79130003,4888589.279999996
U_ORG_XM_SYJYJD,三亚海棠湾君悦酒店,628961379.329429,631484179.09248,104649.85013332244,105069.60661725972,579801710.7600001,96470.41000000387
U_ORG_XM_XMTBSCX,厦门天马显示科技有限公司第6代柔性AMOLED生产线,469725409.14973503,511850669.2473525,414654985.118581,451823907.0538251,467819121.97643584,412972986.2664357
U_ORG_XM_BZDERMYY,山东滨州第二人民医院西院区,260302179.624574,283729375.794081,152517326.0612715,166243885.40831077,215947830.5726951,124235734.18269515
U_ORG_XM_SDBZZYY,山东滨州中医医院新院,434678850.71939456,478146735.7848467,113998900.77293834,125398790.84857294,425289741.3767458,111952177.91485454
U_ORG_XM_SDRCGEJD,山东荣成歌尔电子4#厂房、2#动力中心机电,45965813.66404683,49832068.772819765,43768517.635459274,47451360.17021161,34497041.25,32907533.29
U_ORG_XM_SXDTZDYQ,山西大同正大一期,236666925.11188427,258012274.4135522,39700115.265766166,43655346.92779662,233312164.72999996,39113058.120000005
U_ORG_XM_SXWNZDYQ,陕西渭南澄城正大一期,91499806.94387963,100333764.30588512,1910477.3608966428,2094926.6631666848,89712904.40670002,1873167.59
U_ORG_XM_SHGKBDT,上海格科半导体,314371615.45794576,342665060.85396975,314371615.45794576,342665060.85396975,222591129.43000007,222591129.43000007
U_ORG_XM_SHGBSH,上海古北SOHO机电工程,139313710.71646357,143251827.33140314,1905856.965894165,1944487.583438966,138499075.22000003,1893404.7399999993
U_ORG_XM_SHGH,上海国浩长风城二期东地块综合体,4326065.236382642,4758671.760870669,0,0,4181998.32,0
U_ORG_XM_HJJYSSZYYZX,上海黄金交易所深圳运营中心,195037455.73096964,200865804.4214465,5853579.7110664705,6032265.22817704,186289450.02565998,5582627.57
