项目编码,项目名称,商务开累产值不含税,商务开累产值含税,商务本年产值不含税,商务本年产值含税,商务开累成本,商务本年成本
U_ORG_XM_GZALBB,广州阿里巴巴华南运营中心,706752600.2647324,772221269.0265055,33360401.980735525,36494150.46676507,666844889.4720187,31550124.488099996
U_ORG_XM_BJXYDHLWJD,北京新一代互联网云计算产创基地机电,78600038.47980015,85674041.94637863,33232994.316778395,36223963.80672451,78021029.56,32988182.730000004
U_ORG_XM_JXYL,北京绿城西山燕庐,261797140.06902686,284876432.21108204,33074921.22701497,36043244.27913028,257312156.6437282,32475996.12
U_ORG_XM_BJHSMZXGZ,北京火神庙商业中心改造,292611081.53559685,322500342.07112026,32359861.87524564,35796227.09508243,288957547.50090796,31955085.449999996
U_ORG_XM_BJDXHXYEQDL,北京大学化学学院E区大楼,70628271.59047858,76984816.02782011,31727346.499115195,34582807.68130419,68888019.638,30944343.358
U_ORG_XM_SDRCGEJD,山东荣成歌尔电子4#厂房、2#动力中心机电,33041399.778901044,35828828.918145485,31434135.1489781,34087402.78286729,32726120.189999998,31136612.229999997
U_ORG_XM_BJJGMBGLGJ,北京建国门办公楼改建工程,73142658.60296275,80094903.29410763,30986040.73351487,33792013.88702013,71742834.37844661,30683945.049999997
U_ORG_XM_BJZ12TKJD,北京Z12泰康大厦机电工程,227126063.69252318,233939845.6547389,30509108.797316916,31424382.071524903,208655379.83000004,28155059.18
U_ORG_XM_QHDLDBDT,秦皇岛礼鼎高端集成电路封装载板智能制造基地,30456125.953036565,33137623.928008847,30456125.953036565,33137623.928008847,30285299.869999997,30285299.869999997
U_ORG_XM_CDWJQBLT,成都温江区BLT,237276244.0672549,259793135.6852799,29727649.25898648,32202258.859919272,236876785.81792808,29682266.140000004
U_ORG_XM_WLCBYJSJD,乌兰察布阿里云计算数据中心机电设备安装工程,96718799.74315602,105423491.72175384,28072550.416774124,30599079.955006402,95821688.78,27694288.2
U_ORG_XM_FLBMPEGLFXC,菲律宾梅普尔格罗夫新城第一项目,41940178.57142857,46973000,27998124.999999996,31357900,,
U_ORG_XM_TKSJYLSQ,上海泰康松江养老社区08地块,792049294.254123,797879966.7728989,27831298.12521299,28014670.33085948,766097601.52,27003479.570000004
U_ORG_XM_SZJCKFQ,深圳机场开发区西区,309934133.6095027,337828205.6372382,27688434.690352384,30180393.812657695,302473320.6890056,27041663.43
U_ORG_XM_WHHXGDT4,武汉华星光电t4,111772398.82236357,123569149.8339267,26752395.67253226,29508463.599882778,110767057.77,26517518.44
U_ORG_XM_CDQBJPPPFJ,成都青白江区PPP·房建,501763352.85674953,553743744.5531646,26273666.9813399,28995693.66468828,487310414.27071786,25718540.78
U_ORG_XM_SYTK,沈阳泰康之家沈园,234691020.47169158,258160122.52195522,26177144.930579852,28794859.423982996,224134861.68000007,24999724.089999996
U_ORG_XM_CDJDFGYZX,成都京东方AMOLED工艺技术测试中心,204904363.77989766,226115979.6305864,26083636.95609885,28781707.189154975,203803016.22360003,25895001.11
U_ORG_XM_QZSABDT,泉州三安半导体研发与产业化,556809864.5197741,608879019.6646165,25639287.760991294,28006190.818608653,536399853.887969,24527871.98
U_ORG_XM_TJZBZJGQ,天津中北镇居住区G区,266627409.8324461,292125921.01026404,24870030.612098247,27282752.590646528,258579409.62652746,24326017.04
U_ORG_XM_YYZXGZSQ,北京国家游泳中心改造三期,158615332.56335995,172717084.7683586,24454684.519972906,26622181.567036208,133455824.6,20856347.23
U_ORG_XM_QDWKFCZJ,青岛万科翡翠长江,305406299.2598195,332892866.193624,24237598.67615277,26418982.55701932,293761573.7488869,23310558.470000003
U_ORG_XM_HZRHALY,杭州仁和阿里云计算数据中心,488214317.52555084,534716089.7524072,23651878.578532036,25886969.058923908,473841620.3799666,22967982.19
U_ORG_XM_BJWLCXX,北京未来城学校,52758219.06338958,57506458.782262504,23239136.996075332,25330659.327117506,52505131.63000001,23127656.1
U_ORG_XM_HNTZDS,北京湖南投资大厦,24007221.630379114,26167871.610350937,23205633.32795505,25294140.35907797,22980845.36,22214905.73
U_ORG_XM_CDJTWFPPP,成都金堂县五凤镇新型城镇化PPP项目,402668242.7868818,442808667.6235233,22882531.749925464,25163199.47403702,400198111.3381502,22747336.946949996
U_ORG_XM_WKSZHL,北京五棵松文化体育中心配套综合楼,343625227.45578295,374554333.0698327,22683770.941102512,24725458.481062368,341907654.80999994,22551907.86
U_ORG_XM_HAXJCF,淮安第三园区新建厂房,22629621.4977151,24666287.432702627,22629621.4977151,24666287.432702627,21632533.1,21632533.1
U_ORG_XM_CDZLLYJY,成都中粮·珑悦锦云,294317732.79373986,318019560.98722565,22538932.597490266,24403245.605969924,278558044.4376153,21431563.3405729
U_ORG_XM_NTRCGSZHB,通锡高速公路海门至通州段TXGS-LJ3,22270819.28154872,24275193.01644353,22270819.28154872,24275193.01644353,22025840.269999996,22025840.269999996
U_ORG_XM_NTRCGSD3,通锡高速公路海门至通州段TXGS-LJ3项目部第3分部,22230468.107417494,24216776.274741754,22230468.107417494,24216776.274741754,22009767.200000003,22009767.200000003
U_ORG_XM_GDHYAL,广东阿里巴巴云计算数据中心河源源城区项目,236556349.7207504,260211984.67308313,22195951.545179673,24415546.697982613,235204045.25428998,22072450.03
U_ORG_XM_BJWJBGLSQ,北京望京办公楼三期,216150498.99433655,237966722.71498144,22012696.402025368,24240439.27067151,214548971.96000004,21854948.230000004
U_ORG_XM_CDJDFJD,成都京东方第6代生产线机电A标段,137255934.27393016,151806351.41708794,21813350.57285683,24125770.446022857,136218057.33999997,21648406.35
U_ORG_XM_HZHKWSSQ,杭州海康威视智能安检产品产业化基地,20935220.12413046,22819389.93255462,20935220.12413046,22819389.93255462,20707493.19,20707493.19
U_ORG_XM_BJXSJDAZF,北京香山军队安置房,246693807.34644368,273830126.1294294,20924052.006164398,23225697.80553983,241869213.1613689,20347721.259999994
U_ORG_XM_SZQHSDYXZ,深圳前海十单元3小镇,20859411.47269757,22736758.507160734,20859411.47269757,22736758.507160734,20676629.31,20676629.31
U_ORG_XM_BJHQNYZX,北京环球能源中心,252052341.6081475,273957841.7959151,19943451.246146213,21655928.977628402,238204566.82,19102941.64
U_ORG_XM_HNYGDSJ,淮南云谷大数据产业园(B地块),20100200.83932241,21909218.915357605,19941644.182187177,21736392.15907628,19968688.910733998,19811169.660733998
U_ORG_XM_TJNKXX,天津海河教育园区南开学校,259199053.4542945,265477398.0486256,19905563.27378663,20305405.339352407,254716158.16000003,19509987.49
U_ORG_XM_WHJDF,武汉高世代薄膜晶体管液晶显示器件(TFT-LCD)生产线,1621329949.0071807,1770505918.4404812,19570783.894509688,21484106.532737207,1608617627.2283456,19402380.26230661
U_ORG_XM_WXHK,无锡鸿坤理想湾,522151011.0987327,571444552.77544,19444038.283241466,21279648.080569748,509941299.7764962,18988111.84
U_ORG_XM_CDZYFSYY,成都中医大附属第二医院,27517225.264423966,29993775.538280416,19235222.49939762,20966392.524384156,27396163.950000003,19150597.640000004
U_ORG_XM_SZDSDS,深圳达实大厦改扩建,209045348.10940954,230723325.85451257,18736038.210825734,20678939.687885642,205941280.27999997,18461683.55
U_ORG_XM_WKSBSYDZX,五棵松冰上运动中心,413207057.47396654,450971879.8346971,18254425.18949551,19948441.068486042,406545702.88000005,18041725.95
U_ORG_XM_BJFSLHXYTJ,北京房山龙湖熙悦天街,462808076.0299301,505647923.1951751,17683679.27904466,19310157.98841691,437825997.37320006,16657507.309999997
U_ORG_XM_SZYHDSJD,深圳宇宏大厦机电,37611703.31705357,40996756.61832296,16872335.89633358,18390846.128230307,35928404.68000001,16117220.399999999
U_ORG_XM_SMKYDL,北京生命科学科研大楼,133822650.69612773,133924596.31089212,16832518.700202264,16833668.98976883,129863456.28999999,16329121.92
U_ORG_XM_ZHZLSZ,珠海臻林山庄,385071583.46530104,419725420.7105262,16732456.183863537,18238377.24033711,380327983.9361875,16469372.499999998
U_ORG_XM_XDWLEQ,北京西大望路二期,143162867.7601873,157323189.86684042,16525567.494772583,18182533.96717583,142278002.604556,16426455.73
U_ORG_XM_CQYYSZXZ,重庆云阳数智森林小镇产业园区(一期)EPC,16515144.95786537,18001508.004184455,16515144.95786537,18001508.004184455,16407274.769999998,16407274.769999998
U_ORG_XM_CDDJBX,成都大家保险金融广场机电,16505944.19468201,17991479.171823364,16505944.19468201,17991479.171823364,16481704.350000001,16481704.350000001
U_ORG_XM_XZWKTSLJD,徐州万科铜山路项目A地块商业机电,48250806.258078076,52593378.84398569,16394303.093148127,17869790.379237704,41503706.769999996,14101823.39
U_ORG_XM_LNTSLGC,辽宁天士力现代中药示范工厂,141473681.74540216,156276850.5109239,16211235.55807995,17899540.11430285,141121164.24,16154352.92
U_ORG_XM_XZWKFCZGJD,徐州万科翡翠之光机电,103812566.39665703,113155697.37679027,15968244.370153168,17405386.364148993,93360736.01999998,14360564.42
U_ORG_XM_SZQHJLSQ,深圳嘉里商务中心(三期),15933955.713619046,17368011.727670662,15933955.713619046,17368011.727670662,15915710.65,15915710.65
U_ORG_XM_SZJSDX,深圳技术大学建设项目（一期）,1270258069.2597923,1308365811.3429441,15650442.099982027,16119955.362898413,1266235295.0158777,15580155.220000003
U_ORG_XM_XGLSYJR,北京霞光里5号、6号商业金融,546738272.0637978,591748208.311826,15321662.420596069,16904815.864754084,543178597.6223031,15315769.606116999
U_ORG_XM_CZQLDXF,常州青龙西路定销房,128183389.7830868,139719894.86920202,15085074.470885862,16442731.173891453,121889344.42400002,14321747.160000002
U_ORG_XM_CDYSDC,成都528艺术东村产业展示,555860643.4305253,572156935.047391,14193953.365009874,14619771.96587748,548337683.4399998,14017096.059999999
U_ORG_XM_FLBXGLLDS,菲律宾香格里拉大厦地下结构工程,13997872.419160265,15677617.109459499,13997872.419160265,15677617.109459499,,
U_ORG_XM_ELSTLHFCJ,俄罗斯图拉州哈佛发动机车间,13918916.666666668,16702700,13918916.666666668,16702700,,
U_ORG_XM_BDKYL,北京大学教学科研楼,205234723.718062,208057969.59655845,13881863.352109648,14109442.635147419,197513097.15000004,13361769.170000002
U_ORG_XM_SHWDNZJD,上海万科南站商务城三期机电,15117181.400723388,16477727.737222655,13831314.188580818,15076132.475012586,13174880.39,12069669.61
U_ORG_XM_ZZHK,郑州海康威视科技园,13762369.822912233,15000983.106645767,13762369.822912233,15000983.106645767,13452057.89,13452057.89
U_ORG_XM_WJBGLEQ,望京办公楼二期,353497332.919766,385312092.8843918,13713713.218499595,14947947.407908749,349375139.04,13528867.4
U_ORG_XM_FSYGBJSQGZ,佛山市原干部家属区部分政府旧物业修缮改造,17453590.589918938,19024419.059553023,13621231.692334719,14847147.859269004,17267058.4,13476506.620000001
U_ORG_XM_GMDLGZ,北京国贸东楼改造及交通一体化,306308071.45135313,311051499.41692996,13588651.775625193,13792884.390990004,300400722.34000003,13390071.879999999
U_ORG_XM_QDYGYH,青岛阳光·壹号,13498175.411554037,14713011.198635371,13498175.411554037,14713011.198635371,12133878.5,12133878.5
U_ORG_XM_CDJDF6DX,成都京东方第6代生产线,2082208283.064425,2128525749.795663,13291137.300929977,13586790.629579168,1733468407.6199994,11285945.669999998
U_ORG_XM_LXHGZ,北京利星行中心改造,54140671.447209604,59289893.628454685,13283979.863343738,14834599.683928102,52604568.06,12844075.82
U_ORG_XM_SKWKZX,北京首开万科中心,511106511.5347753,523744370.0843413,13023355.267456228,13326653.717668679,498543301.01,12636211.24
U_ORG_XM_FSSDGZSYXX,佛山顺德光正实验学校,156680017.1771838,161380417.69235533,12525737.39763482,12901509.519612528,155083454.57999995,12400788.93
U_ORG_XM_CDWJQBLTFZ,成都温江区BLT（发展）,232008568.07630774,255987543.68509018,12432536.046875328,13784499.787392417,230799159.07237723,12366567.847
U_ORG_XM_DJYJL,都江堰锦庐-4期房地产开发,12089597.971304655,13174764.64148857,12089597.971304655,13174764.64148857,11732568.45,11732568.45
U_ORG_XM_HKYSDEQ,北京鸿坤云时代二期,337502053.84852874,370698524.97815275,12088208.255207654,13193567.01917294,325208163.27644837,11925883.210000003
U_ORG_XM_BJGMGYGZ,北京国贸公寓改造,150095993.61533335,164462782.31342465,11933822.84010769,13141909.614886835,147216269.05120444,11733568.419999998
U_ORG_XM_CDJTWFPPPJT,成都金堂县五凤镇新型城镇化PPP（集团）,40486535.45549514,44535189.00549817,11641848.636636717,12806033.50158099,40081670.1,11525430.149999999
U_ORG_XM_SCGAFY,四川广安富盈洋房及商业,136191090.4610443,140276823.172151,11444030.207906462,11787351.113806076,133985119.90999997,11258081.159999998
U_ORG_XM_SYJLZXT,沈阳嘉里中心A2地块T2办公楼总承包工程,187187663.95107347,198470563.1901159,11373206.166011844,11722181.421471713,182665952.24,11091698.700000001
U_ORG_XM_HBGAYG,河北固安第6代有源矩阵AMOLED面板生产线,1281874334.384726,1417555689.1191776,11295707.585028252,12490875.183628874,1277525687.7399993,11257083.459999999
U_ORG_XM_SZPACXDS,深圳平安财险大厦,108398872.20471294,118513854.72007416,11179233.790999655,12222397.359321173,107251167.69735849,11060870.409999998
U_ORG_XM_GJNYQXZX,国际农业科技创新中心,506315457.9818417,509459504.40668434,10948203.124884913,10997775.93764092,483621981.76,10475987.659999996
U_ORG_XM_WXHLGC,无锡恒隆广场综合发展,113510747.64390798,113601106.73925017,10921722.705127629,10930416.833249394,103626869.96,9970720.5
U_ORG_XM_BJLZJRSWQJ,北京丽泽金融商务区E区13、14地块项目[局集团],494524331.05209285,500207906.7590618,10838184.314352753,10946955.639717417,486144260.1214563,10640458.23
U_ORG_XM_GZWXNJD,广州维信诺第6代柔性AMOLED模组生产线机电,57787874.27110348,62988782.95320614,10674070.107965622,11634736.417813972,56978366.91999999,10527531.899999999
U_ORG_XM_WXJRG,无锡河埒金融商务港,464643866.1334248,506461814.09203565,10526469.782419689,11473852.063004702,457982319.91427666,10358667.809999999
U_ORG_XM_WXZGCRJYEQ,无锡中关村软件园太湖分园二期,119037355.22362286,130909758.14559995,10188974.386595143,11200826.739483872,117848386.44000001,10085532.760000002
U_ORG_XM_D11DTFT_SZHXGD11D,深圳华星光电第11代TFT-LCD及AMOLED新型显示器件,728269433.5169303,799923334.882998,9950215.791444177,10924708.004555447,717849894.163204,9811554.11
U_ORG_XM_CQHXZZ,重庆华熙LIVE·鱼洞住宅,217410367.7314467,241236796.85167062,9781313.882206827,10865072.338293336,216067224.25680137,9719122.36481229
U_ORG_XM_WXSHCZBEDK,无锡市综合交通枢纽项目,124834992.23999277,124834992.23999277,9594484.012224158,9594484.01222416,108882998.13,8368456.359999999
U_ORG_XM_LZSOHOJD,北京丽泽soho机电,79964822.67984204,82363662.22934353,9270170.04817738,9548275.14982051,78718465.46,9125675.89
U_ORG_XM_NCGXWDZ,南昌高新微电子科技园,165058490.9959587,179913755.18608364,9214961.098633237,10044307.597443266,154597179.69569203,8635180.975692
U_ORG_XM_TH008,北京台湖公园里008地块,124621369.85540886,137369949.11548874,9117694.033223085,10051555.333887236,116971118.67,8595157.410000002
U_ORG_XM_SZJLSWZXYQ,深圳嘉里商务中心（一期）,8717167.880309373,8978682.912699789,8717167.880309373,8978682.912699789,8696316.48,8696316.48
U_ORG_XM_CDDTAZF,成都青白江区大同集中安置房(二期),599776347.9551136,617769638.3805095,8621188.49548744,8879824.150127409,597008674.1995088,8581789.09
U_ORG_XM_FSYCZD,佛山怡翠尊堤嘉园D2区,292307502.6491843,301076727.73111016,8582908.374184282,8840395.625420565,286594511.41,8281414.73
U_ORG_XM_BJTGLGZ,北京太古里改造,140080510.97870988,153441435.16570404,8494737.857098006,9304021.574115116,139038585.18999997,8444243.57
U_ORG_XM_GDHYALEQ,广东阿里巴巴云计算数据中心河源源城区二期项目,153893709.53177926,167744143.3855316,8313465.175270988,9061677.040822482,138487808.8479706,7719855.136477798
U_ORG_XM_SZSCSWDS,深圳首创商务大厦,119673895.12476882,130489309.17011121,8198263.703295572,8940591.780729951,117600913.60926327,8057344.36
U_ORG_XM_ZBALBBSJZXJDXET,张北阿里巴巴数据中心机电小二台,83726570.2662981,91204673.13665488,8195072.270393831,8932628.774554258,83328013.42,8154955.4
U_ORG_XM_LXHZXEQ,北京利星行中心二期,55632175.767909236,60865187.739833,8055550.92444788,8804558.209314788,54203671.94000001,7805184.119999999
U_ORG_XM_SZHXDZQZ,深圳华星光电第11代大宗气体站,61582995.87598112,67659864.12907311,7925513.311129166,8242915.621927516,61156190.483689316,7903220.74
U_ORG_XM_ZBSJZX,张北数据中心2A3总承包工程,125651887.47576791,136960557.35820013,7901400.700544388,8612526.764023066,124602274.25,7821353.279999999
U_ORG_XM_TJJLZX,天津嘉里中心,193326977.33770084,193584500.51839575,7859546.686367865,7870016.076048323,166757907.8,6779403.370000027
U_ORG_XM_ZBALBBSJZXJD,张北阿里巴巴数据中心机电,101318771.53025457,110379997.69912243,7811106.248132403,8514105.810593607,100913483.01000002,7771917.44
U_ORG_XM_BJYCCF,北京盈创2#厂房等5项,148361229.5591267,162113799.27158383,7509526.440644445,8212760.268259944,145801090.49000004,7322916.6899999995
U_ORG_XM_WXOPN,无锡欧谱纳轻型燃气机制造,50420820.24532022,54958694.06482548,7372010.184903225,8035491.101344407,48533637.41,7089213.869999999
U_ORG_XM_SZYXSGYCJ,深圳职业技术学院学生公寓拆建,228076665.81437823,234918965.78918618,7314504.056424676,7533939.178129472,227235217.71000004,7287138.020000001
U_ORG_XM_ZLDDDDK,天津中粮大道一期D地块,309797288.31157583,315651262.58033246,7312413.171020231,7410746.506301111,303658089.9399999,7093530.489999998
U_ORG_XM_HJDYH,北京花家地一号,13147896.561100435,14331207.251802083,7247270.974950865,7899525.3629064085,12900737.76,7125173.029999999
U_ORG_XM_TJSYQ,天津天碱商业区14#地,413957014.69960755,415941850.98479235,7246807.565546734,7279119.351287831,406706464.72999996,7241587.479999997
U_ORG_XM_XARCWSZZ,容城县农村生活污水综合整治项目（EPC）一标,66301186.32549081,72268293.09853996,7210437.559456849,7859376.940216331,65335223.61,7105386.44
U_ORG_XM_CDQXYG,成都千行云谷,31369314.713127118,34192553.03497422,7152568.614829812,7796299.789632239,31134400.36,7099005.41
U_ORG_XM_LYSTYLJLHJT,洛阳隋唐园立交亮化(集团),40649464.791464925,44307916.62670415,6791631.396566408,7402878.22292693,40446217.47,6757673.24
U_ORG_XM_BDTSGGZ,北京大学图书馆改造,150222740.1654309,164390344.0810241,6658740.083801807,7273490.7528164275,147760924.56000003,6502453.440000001
U_ORG_XM_ZLKJY,中粮科技园标准厂房,271873311.09768873,290851594.05700517,6643068.660379943,7377174.607605716,264858020.32000005,6596570.44
U_ORG_XM_CDSJZAZF,成都青白江区大同集中安置房,946239110.7665912,948766690.2365973,6631825.335393766,6649462.67585238,748501988.6000001,5207895.5
U_ORG_XM_WHTKCY,武汉泰康之家·楚园,222628879.5264596,229307745.91189924,6570574.69959105,6767691.94056833,221184340.33000004,6527941.18
U_ORG_XM_GZKNBLC,广州第10.5代TFT-LCD显示器生产线玻璃工厂建设,176863778.69039977,194583357.1125908,6393934.387929265,7034249.687532033,175225642.20979914,6334692.41
U_ORG_XM_WLCBALYJS,乌兰察布阿里云计算数据中心,158012958.75255632,170718359.53273326,6269658.8267475525,6664697.440948535,156737574.08203882,6229939.480000001
U_ORG_XM_EEDSYSGD,鄂尔多斯源盛光电第5.5代AM-OLED,107643844.87028748,108372215.4944434,6253789.373559281,6296174.842024221,99289688.23,5767901.150000006
U_ORG_XM_LGYZZSPF,北京来广营北路自住型商品房,900762838.6430858,915043287.8726557,6231569.013826446,6237943.1207412165,883566855.6899998,5927682.279999999
U_ORG_XM_HFZJCF,合肥整机智能制造生产线,471094572.52290773,521226500.7377931,6139867.657344408,6794340.074579845,457529730.84000003,5940181.550000001
U_ORG_XM_BJNHHS,北京新机场南航航空食品设施,658969299.7426811,727765109.2447765,6047823.017409619,6669362.5865585115,643200011.8189999,5902516.470000001
U_ORG_XM_SRHXLIVEXJYQ,上饶华熙Live·信江一期,84477482.508087,92925230.7581433,6003518.1094444,6603869.919954784,78562164.53383163,5668561.41796117
U_ORG_XM_TJJRJ,天津金融街（和平）中心,1170320200.8803313,1176574553.4778776,6002007.77204497,6035953.361613086,1089846259.64,5207506.470000006
U_ORG_XM_GDGSZYXY,广东工商职业学院体育馆·图书馆,256431602.67783335,264124550.7514296,5971496.436410854,6150641.329376275,253839825.45000005,5908811.970000001
U_ORG_XM_NCJKQJD,南昌经开区LED电子信息孵化示范基地机电,121673452.81629235,132624063.5660768,5931874.733457197,6465743.4593242165,120806284.36000004,5886276.419999999
U_ORG_XM_HZLXYTC,杭州理想银泰城,1084815335.4390073,1106391423.3482428,5931410.743163822,6049381.641475357,1178969139.3199995,6471835.969999996
U_ORG_XM_NJKGZNGGW,南京空港智能骨干网,482916961.0407843,531133185.4580639,5903346.167504354,6437077.010424127,465228440.55512774,5672956.478275863
U_ORG_XM_HHHTKDJD,呼和浩特凯德广场·诺和木勒改造项目机电,52134177.22029367,56826253.17219344,5839403.043328802,6364949.316994909,50958779.56,5695984.290000001
U_ORG_XM_WKSLQGY,北京五棵松篮球公园施工,77161576.50740618,78566097.53707954,5732743.930769301,5844774.246068589,73117937.42999999,5319340.56
U_ORG_XM_BJFZKYLJD,北京纺织科研楼实验楼机电,78039003.02320983,85112161.12408023,5597683.371666641,6105036.079320221,75801153.32,5437163.97
U_ORG_XM_HJJYSSZYYZX,上海黄金交易所深圳运营中心,194759271.65869156,200579017.5387969,5510340.559491376,5678411.445401504,185960454.71565998,5253632.260000002
U_ORG_XM_DGHWSYS,东莞华为研发实验室一期,282958970.8505904,289530242.3371303,5493598.390371551,5600362.209569314,281530265.25999993,5465928.699999988
U_ORG_XM_BJPAE05DK,北京平安金融中心E05地块,608561854.5517584,666373780.0454805,5100563.944612674,5585112.506650271,606374567.64,5085179.949999999
U_ORG_XM_TJQYCDJXM,天津全运村代建东区小学幼儿园邻里中心,93473203.08461885,102820523.39771198,5052601.430203442,5557861.573891843,90675714.72352,4904499.34
U_ORG_XM_GCBS38DK,北京观承别墅03-38地块二标段,186042708.81608212,194430087.09779152,5044404.712958224,5248201.660463288,181677765.82999998,4923728.669999998
U_ORG_XM_HFV3FZ,合肥维信诺第六代AMOLED生产线（发展）,31213710.602341697,34022944.55683019,4977743.40251678,5425740.308787583,31058418.510000005,4952978.51
U_ORG_XM_BJQMCQGZ,北京前门B2B3地块重启后改造工程,17950328.100136478,19565857.621053167,4737996.082682434,5164415.727987017,17622166.27,4651377.640000001
U_ORG_XM_BJSKWKJD,北京首开万科天地机电,22185002.926345877,22850553.018303603,4718415.404717086,4859967.86774493,22000012.020000003,4679070.63
U_ORG_XM_HBGAYGFZ,河北固安第6代有源矩阵AMOLED面板生产线（发展）,597258183.8405278,661021071.3495909,4701536.219960676,5202939.102522198,593191014.2999997,4668732.730000003
U_ORG_XM_SHTKSYGZ,上海泰康申园一期改造,23206979.157511044,25597671.48141924,4422956.852818171,4876858.363353729,22939835.26,4382223.85
U_ORG_XM_SZLHTJWQJD,苏州龙湖天街五期机电总包,35744221.86385848,39631470.01466756,4381815.588697549,4858187.672706517,34569360.82,4233625.549999999
U_ORG_XM_ZGZKT,北京Z15中国尊高区空调,266577858.45023945,274574821.88003206,4293247.487932183,4422044.912560251,256388085.45999995,4129133.130000009
U_ORG_XM_ZZWKGC,北京住总·万科广场,33174981.736261826,33254603.788484488,4268920.898159179,4279166.578032942,30007936.11,3861388.879999999
U_ORG_XM_HFYJCLCJ,合肥邮件处理车间,109721143.34012344,120527139.14145201,4239421.669634845,4656206.187978496,108217062.17114025,4199435.140000001
U_ORG_XM_SZSSGL,深圳石厦村综合管廊,48968996.464946434,54298940.52802625,4121832.779336068,4571507.98425185,48250279.00924528,4066747.4800000004
U_ORG_XM_GXNNDXCFJF,广西南宁电信东盟信息园动力中心柴发机房,3974235.0201575435,4331916.170763075,3972160.300673222,4329654.726525797,3797392.16,3795409.76
U_ORG_XM_GYHYZCF,中建（天津）工业化建筑公司预制厂房,109179413.95753503,119614224.43478848,3599010.10694978,3943355.2256723875,108486712.61951116,3567854.2599999993
U_ORG_XM_BJTLDYQ,北京天利德一期厂房,17386259.294510745,17560725.742222134,3598089.2722015814,3634268.7301903423,16696246.780000001,3456009.62
U_ORG_XM_YDDSGZ,北京盈都大厦D座室内外装修改造,3441527.2665016935,3751264.7197307376,3441527.2665016935,3751264.7197307376,3303795.44,3303795.44
U_ORG_XM_DLGWJ,大连港湾街二号地块,694117553.6837214,712521404.9703456,3424075.689382358,3570508.9417925575,690367216.8599998,3417635.5199999954
U_ORG_XM_BJODBSMZX,北京欧德宝商贸中心,136160418.10925883,149579020.37690192,3411707.060660923,3752877.769285338,132045023.96800022,3230488.1172005017
U_ORG_XM_GSQYZDYQ,甘肃庆阳正大一期,72943209.85125136,80019475.22314091,3340369.847925558,3664421.1684155855,71985320.53,3306074.9400000004
U_ORG_XM_CZXBQZZ,常州市新北区住宅EPC,3326067.7029423066,3625413.7962194206,3326067.7029423066,3625413.7962194206,3165329.47,3165329.47
U_ORG_XM_SXQQJD,绍兴钱清B地块商业机电,3299661.358696253,3596630.8813963225,3299661.358696253,3596630.8813963225,3281330.46,3281330.46
U_ORG_XM_MYZXXZ,绵阳市中心血站迁建,3246283.2152901357,3538448.70438777,3246283.2152901357,3538448.70438777,3075456.5300000003,3075456.5300000003
U_ORG_XM_XJCAZF,北京新机场安置房,619805362.4862126,636623594.8802828,3018501.022923334,3107850.986135154,616194310.75,2987995.539999999
U_ORG_XM_GYSGZFYYYJD,贵阳市贵州妇女儿童国际医院机电,109085361.32091254,119151464.81282052,3017989.3150547706,3295740.579365289,107079233.28000002,2954795.1699999985
U_ORG_XM_WHWKCYTD,北京五和万科长阳天地,206407161.30359095,210622586.31039917,2958523.3064289605,3018825.051548127,199170916.44407704,2836334.404077
U_ORG_XM_SYHTWWLJD,三亚海棠湾国际购物中心物流基地,58512154.86851516,63809299.68912841,2940532.402797727,3205173.596040143,57518920.23368931,2894012.21
U_ORG_XM_SYHXD,三亚海棠湾河心岛,251349737.9296889,276484711.7160518,2896777.038373675,3186454.7421864523,246086904.77130005,2835505.2599999965
U_ORG_XM_YJSGZ,北京电信亦庄云计算改造,83526411.33004917,92530207.48706853,2865400.703418024,3163493.1732620127,82857490.78999999,2823187.81
U_ORG_XM_TJLWL,天津中粮大道一期E地块(祥云名苑),457077237.4716413,457906564.2634061,2769582.4656541906,2778369.8407460335,439696601.69000006,2620940.549999997
U_ORG_XM_JRJYTZX,北京金融街（月坛）中心,1729768683.8522859,1741142366.5607362,2765422.2605459606,2785806.595199848,1620115242.77,2630769.269999996
U_ORG_XM_LYSTYLJLH,洛阳隋唐园立交亮化,4508044.806956865,4913768.842433895,2757557.723153364,3005737.919981061,4421604.66,2704682.54
U_ORG_XM_CDZYFSYYFZ,成都中医大附属第二医院(发展),2705992.693176203,2949532.0359033262,2705992.693176203,2949532.0359033262,2692462.73,2692462.73
U_ORG_XM_GZLGDDGC,广州LG-Display-D工程,34465526.52651992,34487332.46988027,2703999.047650069,2705709.8368363054,31225945.26,2449837.120000001
U_ORG_XM_CQYDTYG,重庆华熙LIVE·鱼洞体育馆,348413001.5819496,358865391.6219448,2667542.603099373,2747568.881064401,343294024.6115242,2632862.3200000003
U_ORG_XM_HFSY,合肥视涯OLED微型显示器件厂,84848939.51048905,93112111.86240321,2608706.6358435038,2865813.55830958,82705523.56,2538234.7800000003
U_ORG_XM_DLXHW,大连星海湾壹号二期,37572307.96031205,37572307.96031205,2284877.8513389295,2284877.8513389295,36556218.83,2223086.6099999994
U_ORG_XM_SYLCQYCSQ,沈阳绿城全运村四期,232589515.88981733,252438585.97721872,2205821.533534293,2392254.2818085407,227689400.83587795,2161876.0165
